Title,Contest ID,Problem ID,Difficulty,Tags
Double Sort II,1783,F,N/A,"dfs and similar, flows, graph matchings, graphs"
Game of the Year,1783,E,N/A,"brute force, data structures, math, number theory"
Different Arrays,1783,D,N/A,"brute force, dp, implementation"
Yet Another Tournament,1783,C,N/A,"binary search, greedy, sortings"
Matrix of Differences,1783,B,N/A,"constructive algorithms, math"
Make it Beautiful,1783,A,N/A,"constructive algorithms, math, sortings"
Window Signals (hard version),1781,H2,N/A,
Window Signals (easy version),1781,H1,N/A,
Diverse Coloring,1781,G,N/A,"constructive algorithms, trees"
Bracket Insertion,1781,F,N/A,"combinatorics, dp, math, trees"
Rectangle Shrinking,1781,E,N/A,"binary search, brute force, data structures, greedy, implementation, two pointers"
Many Perfect Squares,1781,D,N/A,"brute force, math, number theory"
Equal Frequencies,1781,C,N/A,"brute force, constructive algorithms, greedy, implementation, sortings, strings"
Going to the Cinema,1781,B,N/A,"brute force, greedy, sortings"
Parallel Projection,1781,A,N/A,"geometry, math"
Delicious Dessert,1780,G,N/A,"binary search, dsu, hashing, math, number theory, string suffix structures"
Three Chairs,1780,F,N/A,"bitmasks, brute force, combinatorics, data structures, dp, number theory, sortings"
Josuke and Complete Graph,1780,E,N/A,"binary search, brute force, data structures, math, number theory"
Bit Guessing Game,1780,D,N/A,"binary search, bitmasks, constructive algorithms, interactive"
GCD Partition,1780,B,N/A,"brute force, greedy, math, number theory"
Hayato and School,1780,A,N/A,"constructive algorithms, greedy"
Olympic Team Building,1779,H,N/A,"brute force, meet-in-the-middle"
The Game of the Century,1779,G,N/A,"constructive algorithms, graphs, shortest paths"
Xorcerer's Stones,1779,F,N/A,"bitmasks, constructive algorithms, dp, trees"
Anya's Simultaneous Exhibition,1779,E,N/A,"constructive algorithms, graphs, greedy, interactive, sortings"
Boris and His Amazing Haircut,1779,D,N/A,"constructive algorithms, data structures, dp, dsu, greedy, sortings"
Least Prefix Sum,1779,C,N/A,"data structures, greedy"
MKnez's ConstructiveForces Task,1779,B,N/A,"constructive algorithms, math"
Hall of Fame,1779,A,N/A,"constructive algorithms, greedy, strings"
Maximizing Root,1778,F,N/A,"dfs and similar, dp, graphs, math, number theory, trees"
The Tree Has Fallen!,1778,E,N/A,"bitmasks, dfs and similar, math, trees"
Flexible String Revisit,1778,D,N/A,"combinatorics, dp, math, probabilities"
Flexible String,1778,C,N/A,"bitmasks, brute force, strings"
The Forbidden Permutation,1778,B,N/A,"greedy, math"
Flip Flop Sum,1778,A,N/A,"greedy, implementation"
Comfortably Numb,1777,F,N/A,"bitmasks, data structures, divide and conquer, strings, trees"
Edge Reverse,1777,E,N/A,"binary search, dfs and similar, graphs, trees"
Score of a Tree,1777,D,N/A,"bitmasks, combinatorics, dfs and similar, dp, math, probabilities, trees"
Quiz Master,1777,C,N/A,"binary search, math, number theory, sortings, two pointers"
Emordnilap,1777,B,N/A,"combinatorics, greedy, math"
Everybody Likes Good Arrays!,1777,A,N/A,"greedy, math"
Count Permutations,1776,N,N/A,math
Parmigiana With Seafood,1776,M,N/A,"binary search, dp, greedy, trees"
Controllers,1776,L,N/A,"binary search, math"
Uniform Chemistry,1776,K,N/A,"dp, math"
Italian Data Centers,1776,J,N/A,"graphs, shortest paths"
Spinach Pizza,1776,I,N/A,"games, geometry, greedy, interactive"
Beppa and SwerChat,1776,H,N/A,two pointers
Another Wine Tasting Event,1776,G,N/A,"combinatorics, constructive algorithms, math, strings"
Train Splitting,1776,F,N/A,"constructive algorithms, graphs, greedy"
Crossing the Railways,1776,E,N/A,"data structures, dp"
Teamwork,1776,D,N/A,"constructive algorithms, greedy, math"
Library game,1776,C,N/A,"games, greedy, interactive, sortings"
Vittorio Plays with LEGO Bricks,1776,B,N/A,"dp, geometry"
Walking Boy,1776,A,N/A,greedy
Laboratory on Pluto,1775,F,N/A,"constructive algorithms, dp, greedy, math"
The Human Equation,1775,E,N/A,"greedy, implementation"
Friendly Spiders,1775,D,N/A,"dfs and similar, graphs, math, number theory, shortest paths"
Interesting Sequence,1775,C,N/A,"bitmasks, math"
Gardener and the Array,1775,B,N/A,"bitmasks, constructive algorithms"
Gardener and the Capybaras (hard version),1775,A2,N/A,"constructive algorithms, greedy"
Gardener and the Capybaras (easy version),1775,A1,N/A,"brute force, constructive algorithms, implementation"
Maximum Permutation,1774,H,N/A,constructive algorithms
Segment Covering,1774,G,N/A,"brute force, combinatorics, constructive algorithms, data structures, dp, trees"
Magician and Pigs (Hard Version),1774,F2,N/A,"binary search, brute force, data structures, implementation"
Magician and Pigs (Easy Version),1774,F1,N/A,"brute force, data structures, implementation"
Two Chess Pieces,1774,E,N/A,"dfs and similar, dp, greedy, trees"
Same Count One,1774,D,N/A,"brute force, constructive algorithms, greedy, implementation, two pointers"
Ice and Fire,1774,C,N/A,"constructive algorithms, dp, greedy"
Coloring,1774,B,N/A,"constructive algorithms, greedy, math"
Add Plus Minus Sign,1774,A,N/A,"constructive algorithms, math"
Lisa's Sequences,1773,L,N/A,dp
King's Puzzle,1773,K,N/A,constructive algorithms
Jumbled Trees,1773,J,N/A,"constructive algorithms, math"
Interactive Factorial Guessing,1773,I,N/A,"brute force, games, implementation, interactive"
Hot and Cold,1773,H,N/A,"binary search, interactive"
Game of Questions,1773,G,N/A,"bitmasks, combinatorics, dp, fft, math, probabilities"
Football,1773,F,N/A,constructive algorithms
Easy Assembly,1773,E,N/A,"greedy, sortings"
Dominoes,1773,D,N/A,"combinatorics, flows, graph matchings, greedy"
Cactus Meets Torus,1773,C,N/A,
BinCoin,1773,B,N/A,"binary search, divide and conquer, hashing, implementation, probabilities, trees"
Amazing Trick,1773,A,N/A,"constructive algorithms, graph matchings, math, probabilities"
Gaining Rating,1772,G,N/A,"binary search, greedy, implementation, math, sortings, two pointers"
Copy of a Copy of a Copy,1772,F,N/A,"constructive algorithms, dfs and similar, graphs, implementation, sortings"
Permutation Game,1772,E,N/A,games
Absolute Sorting,1772,D,N/A,"constructive algorithms, math"
Different Differences,1772,C,N/A,"constructive algorithms, greedy, math"
Matrix Rotation,1772,B,N/A,"brute force, implementation"
A+B?,1772,A,N/A,implementation
Hossam and Range Minimum Query,1771,F,N/A,"binary search, bitmasks, data structures, hashing, probabilities, strings, trees"
Hossam and a Letter,1771,E,N/A,"brute force, dp, implementation, two pointers"
Hossam and (sub-)palindromic tree,1771,D,N/A,"brute force, data structures, dfs and similar, dp, strings, trees"
Hossam and Trainees,1771,C,N/A,"greedy, math, number theory"
Hossam and Friends,1771,B,N/A,"binary search, constructive algorithms, dp, two pointers"
Hossam and Combinatorics,1771,A,N/A,"combinatorics, math, sortings"
"Koxia, Mahiru and Winter Festival",1770,H,N/A,constructive algorithms
Koxia and Bracket,1770,G,N/A,"divide and conquer, fft, math"
Koxia and Sequence,1770,F,N/A,"bitmasks, combinatorics, dp, math, number theory"
Koxia and Tree,1770,E,N/A,"combinatorics, dfs and similar, dp, dsu, math, probabilities, trees"
Koxia and Game,1770,D,N/A,"constructive algorithms, data structures, dfs and similar, dsu, flows, games, graph matchings, graphs, implementation"
Koxia and Number Theory,1770,C,N/A,"brute force, chinese remainder theorem, math, number theory"
Koxia and Permutation,1770,B,N/A,constructive algorithms
Koxia and Whiteboards,1770,A,N/A,"brute force, greedy"
Игра в Девятку III,1769,D3,N/A,"*special, brute force"
Игра в Девятку II,1769,D2,N/A,"*special, brute force"
Игра в Девятку I,1769,D1,N/A,"*special, brute force, dp"
Подкрутка II,1769,C2,N/A,"*special, dp"
Подкрутка I,1769,C1,N/A,"*special, brute force, dp, greedy"
Копирование файлов II,1769,B2,N/A,"*special, binary search, brute force, math"
Копирование файлов I,1769,B1,N/A,"*special, brute force, implementation, math"
Узкая дорога,1769,A,N/A,"*special, math"
Wonderful Jump,1768,F,N/A,"dp, greedy"
Partial Sorting,1768,E,N/A,"combinatorics, math, number theory"
Lucky Permutation,1768,D,N/A,"constructive algorithms, dfs and similar, graphs, greedy"
Elemental Decompress,1768,C,N/A,"constructive algorithms, greedy, implementation, sortings"
Quick Sort,1768,B,N/A,"greedy, math"
Greatest Convex,1768,A,N/A,"greedy, math, number theory"
Two Subtrees,1767,F,N/A,"data structures, trees"
Algebra Flash,1767,E,N/A,"bitmasks, brute force, dp, graphs, math, meet-in-the-middle, trees"
Playoff,1767,D,N/A,"combinatorics, constructive algorithms, dp, greedy, math"
Count Binary Strings,1767,C,N/A,"data structures, dp"
Block Towers,1767,B,N/A,"data structures, greedy, sortings"
Cut the Triangle,1767,A,N/A,implementation
MCF,1766,F,N/A,flows
Decomposition,1766,E,N/A,"binary search, brute force, data structures, divide and conquer, dp, two pointers"
Lucky Chains,1766,D,N/A,"math, number theory"
Hamiltonian Wall,1766,C,N/A,"dp, implementation"
Notepad#,1766,B,N/A,implementation
Extremely Round,1766,A,N/A,"brute force, implementation"
Number Reduction,1765,N,N/A,greedy
Minimum LCM,1765,M,N/A,"math, number theory"
Project Manager,1765,L,N/A,"brute force, data structures, implementation"
Torus Path,1765,K,N/A,"greedy, math"
Hero to Zero,1765,J,N/A,"graph matchings, math"
Infinite Chess,1765,I,N/A,"implementation, shortest paths"
Hospital Queue,1765,H,N/A,"binary search, graphs, greedy, implementation"
Guess the String,1765,G,N/A,"constructive algorithms, interactive, probabilities"
Chemistry Lab,1765,F,N/A,"dp, geometry, probabilities"
Exchange,1765,E,N/A,"brute force, math"
Watch the Videos,1765,D,N/A,"binary search, constructive algorithms, two pointers"
Card Guessing,1765,C,N/A,"combinatorics, dp, probabilities"
Broken Keyboard,1765,B,N/A,greedy
Access Levels,1765,A,N/A,"bitmasks, dsu, flows, graph matchings"
Doremy's Paint 2,1764,H,N/A,data structures
Doremy's Perfect DS Class (Hard Version),1764,G3,N/A,"binary search, interactive"
Doremy's Perfect DS Class (Medium Version),1764,G2,N/A,"binary search, interactive"
Doremy's Perfect DS Class (Easy Version),1764,G1,N/A,"binary search, interactive"
Doremy's Experimental Tree,1764,F,N/A,"brute force, constructive algorithms, dfs and similar, dsu, sortings, trees"
Doremy's Number Line,1764,E,N/A,"dp, greedy, sortings"
Doremy's Pegging Game,1764,D,N/A,"combinatorics, dp, math"
Doremy's City Construction,1764,C,N/A,"graphs, greedy"
Doremy's Perfect Math Class,1764,B,N/A,"math, number theory"
Doremy's Paint,1764,A,N/A,greedy
Edge Queries,1763,F,N/A,"data structures, dfs and similar, dp, dsu, graphs, trees"
Node Pairs,1763,E,N/A,"dp, graphs, math, number theory"
Valid Bitonic Permutations,1763,D,N/A,"combinatorics, dp, implementation, math, number theory"
Another Array Problem,1763,C,N/A,"brute force, constructive algorithms, greedy"
Incinerate,1763,B,N/A,"binary search, brute force, data structures, implementation, math, sortings"
Absolute Maximization,1763,A,N/A,"bitmasks, constructive algorithms, greedy, math"
Unequal Adjacent Elements,1762,G,N/A,"constructive algorithms, sortings"
Good Pairs ,1762,F,N/A,"binary search, data structures, dp"
Tree Sum,1762,E,N/A,"combinatorics, math, trees"
GCD Queries ,1762,D,N/A,"constructive algorithms, interactive, number theory"
Binary Strings are Fun,1762,C,N/A,"combinatorics, math"
Make Array Good,1762,B,N/A,"constructive algorithms, implementation, number theory, sortings"
Divide and Conquer,1762,A,N/A,"greedy, math, number theory"
Centroid Guess,1761,G,N/A,"interactive, probabilities, trees"
Anti-median (Hard Version),1761,F2,N/A,"combinatorics, dp, math"
Anti-median (Easy Version),1761,F1,N/A,"dp, math"
Make It Connected,1761,E,N/A,"binary search, brute force, constructive algorithms, dsu, graphs, greedy, matrices, trees, two pointers"
Carry Bit,1761,D,N/A,"combinatorics, math"
Set Construction,1761,C,N/A,"constructive algorithms, dfs and similar, graphs, greedy"
Elimination of a Ring,1761,B,N/A,"constructive algorithms, greedy, implementation"
Two Permutations,1761,A,N/A,"brute force, constructive algorithms"
SlavicG's Favorite Problem,1760,G,N/A,"bitmasks, dfs and similar, graphs"
Quests,1760,F,N/A,"binary search, greedy, sortings"
Binary Inversions,1760,E,N/A,"data structures, greedy, math"
Challenging Valleys,1760,D,N/A,"implementation, two pointers"
Advantage,1760,C,N/A,"data structures, implementation, sortings"
Atilla's Favorite Problem,1760,B,N/A,"greedy, implementation, strings"
Medium Number,1760,A,N/A,"implementation, sortings"
Restore the Permutation,1759,G,N/A,"binary search, constructive algorithms, data structures, greedy, math"
All Possible Digits,1759,F,N/A,"binary search, data structures, greedy, math, number theory"
The Humanoid,1759,E,N/A,"brute force, dp, sortings"
Make It Round,1759,D,N/A,"brute force, number theory"
Thermostat,1759,C,N/A,"greedy, math, shortest paths"
Lost Permutation,1759,B,N/A,math
Yes-Yes?,1759,A,N/A,"implementation, strings"
Decent Division,1758,F,N/A,"constructive algorithms, data structures"
"Tick, Tock",1758,E,N/A,"combinatorics, dfs and similar, dsu, graphs"
Range = √Sum,1758,D,N/A,"binary search, brute force, constructive algorithms, math, two pointers"
Almost All Multiples,1758,C,N/A,"greedy, number theory"
XOR = Average,1758,B,N/A,constructive algorithms
SSeeeeiinngg DDoouubbllee,1758,A,N/A,"constructive algorithms, strings"
Kevin and Permutation,1754,B,N/A,"constructive algorithms, greedy, math"
Technical Support,1754,A,N/A,greedy
Minecraft Series,1753,F,N/A,"brute force, two pointers"
N Machines,1753,E,N/A,"binary search, brute force, greedy"
The Beach,1753,D,N/A,"constructive algorithms, dfs and similar, graphs, shortest paths"
Wish I Knew How to Sort,1753,C,N/A,"dp, math, probabilities"
Factorial Divisibility,1753,B,N/A,"math, number theory"
Make Nonzero Sum (hard version),1753,A2,N/A,"constructive algorithms, dp, greedy"
Make Nonzero Sum (easy version),1753,A1,N/A,"constructive algorithms, dp, greedy"
BinaryStringForces,1750,H,N/A,"constructive algorithms, data structures, dp"
Doping,1750,G,N/A,"combinatorics, dp, math"
Majority,1750,F,N/A,"combinatorics, dp, math, strings"
Bracket Cost,1750,E,N/A,"binary search, data structures, divide and conquer, dp, greedy, strings"
Count GCD,1750,D,N/A,"combinatorics, math, number theory"
Complementary XOR,1750,C,N/A,"constructive algorithms, implementation"
Maximum Substring,1750,B,N/A,"brute force, greedy, implementation"
Indirect Sort,1750,A,N/A,"constructive algorithms, implementation, math"
Distance to the Path,1749,F,N/A,"data structures, dfs and similar, trees"
Cactus Wall,1749,E,N/A,"constructive algorithms, dfs and similar, graphs, shortest paths"
Counting Arrays,1749,D,N/A,"combinatorics, dp, math, number theory"
Number Game,1749,C,N/A,"binary search, data structures, games, greedy, implementation"
Death's Blessing,1749,B,N/A,greedy
Cowardly Rooks,1749,A,N/A,"greedy, implementation"
Circular Xor Reversal,1748,F,N/A,"bitmasks, constructive algorithms"
Yet Another Array Counting Problem,1748,E,N/A,"binary search, data structures, divide and conquer, dp, flows, math, trees"
ConstructOR ,1748,D,N/A,"bitmasks, chinese remainder theorem, combinatorics, constructive algorithms, math, number theory"
Zero-Sum Prefixes,1748,C,N/A,"brute force, data structures, dp, greedy, implementation"
Diverse Substrings,1748,B,N/A,"brute force, implementation, strings"
The Ultimate Square,1748,A,N/A,math
List Generation,1747,E,N/A,"combinatorics, dp, math"
Yet Another Problem,1747,D,N/A,"binary search, bitmasks, constructive algorithms, data structures"
Swap Game,1747,C,N/A,games
BAN BAN,1747,B,N/A,constructive algorithms
Two Groups,1747,A,N/A,"constructive algorithms, greedy"
Olympiad Training,1746,G,N/A,"binary search, data structures, dp, flows, geometry, implementation, sortings"
Kazaee,1746,F,N/A,"data structures, hashing, probabilities"
Joking (Hard Version),1746,E2,N/A,"dp, interactive"
Joking (Easy Version),1746,E1,N/A,"binary search, constructive algorithms, interactive, ternary search"
Paths on the Tree,1746,D,N/A,"dfs and similar, dp, greedy, sortings, trees"
